time,SVclockBias,SVclockDrift,SVclockDriftRate,AODE,C_rs,deltaN,M_0,C_uc,e,C_us,sqrtA,t_oe,C_ic,Omega_0,C_is,i_0,C_rc,omega,OmegaDot,IDOT,spare0,BDTWeek,spare1,SVacc,SatH1,TGD1,TGD2,TransTime,AODC,spare2,spare3,SVrelFreqBias,MessageFrameTime,X,dX,dX2,health,Y,dY,dY2,FreqNum,Z,dZ,dZ2,AgeOpInfo,IODE,CodesL2,GPSWeek,L2Pflag,TGD,IODC,FitIntvl,IODnav,DataSrc,GALWeek,SISA,BGDe5a,BGDe5b,source,t_oc,Leap Seconds
2024-05-06 18:20:00+00:00,-0.0006227352423593,-2.913225216616e-12,0.0,,-186.1875,2.431887012141e-09,1.873196927565,-8.776783943176e-06,0.0002835034392774,1.021660864353e-05,5440.615522385,152400.0,-2.98023223877e-08,2.429803499892,-7.078051567078e-08,1.000070146079,139.03125,1.491837481271,-5.331293498345e-09,-3.750156209059e-10,0.0,,0.0,,,,,153100.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,0.0,258.0,2313.0,3.12,2.328306436539e-10,0.0,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,152400.0,18
2024-05-06 18:00:00+00:00,-0.000223399780225,-5.258016244625e-12,0.0,,-173.15625,2.510461713664e-09,1.808938543517,-8.132308721542e-06,0.0002744100056589,1.124106347561e-05,5440.611503601,151200.0,-3.539025783539e-08,2.431673068235,3.539025783539e-08,1.000222434388,119.4375,0.2286556947589,-5.265219317519e-09,-3.585863651329e-10,,,,,,,,0.0,,,,,,,,,3.12,,,,,,,,,,,,,,,,125.0,258.0,2313.0,0.0,0.0,3.958120942116e-09,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,-0.000440892763436,6.70752342558e-12,0.0,,-119.03125,4.32160858377e-09,-2.23116977338,-5.96977770329e-06,0.0159921064042,9.11578536034e-06,5153.70430374,151200.0,5.40167093277e-08,2.31434832565,3.29688191414e-07,0.967409906014,202.8125,-1.19407021123,-7.78996734055e-09,-3.6858678169e-10,,,,2.0,,,,144006.0,,,,,,,,,0.0,,,,,,,,,66.0,1.0,2313.0,0.0,-1.76951289177e-08,66.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.000349534209818,2.0008883439e-11,0.0,,31.9375,3.91837750187e-09,0.525458123509,1.6950070858e-06,0.00543059245683,1.11628323793e-05,5153.73295403,151200.0,-1.41561031342e-07,-2.83510264088,6.89178705215e-08,0.984382109569,177.0625,1.07545393873,-7.73317926081e-09,4.63947896721e-10,,,,2.8,,,,144006.0,,,,,,,,,0.0,,,,,,,,,156.0,1.0,2313.0,0.0,1.39698386192e-09,156.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.000355159398168,8.52651282912e-12,0.0,,-9.28125,4.89056085435e-09,-2.80751940096,-4.93600964546e-07,0.00281788723078,4.31202352047e-06,5153.7425499,151200.0,-3.16649675369e-08,-1.75637881252,-2.23517417908e-08,0.964309072669,298.875,-2.93941422976,-8.28391648694e-09,-7.4645966447e-11,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,25.0,1.0,2313.0,0.0,-4.65661287308e-09,537.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.00028662243858,-1.90993887372e-11,0.0,,-128.3125,3.76087094108e-09,1.82175153931,-6.43357634544e-06,0.00302469637245,1.04997307062e-05,5153.61824226,151200.0,6.51925802231e-08,2.41217989403,-2.421438694e-08,0.989803635694,187.59375,-0.694898275222,-7.72925052574e-09,-4.69305262734e-10,,,,2.0,,,,144006.0,,,,,,,,,0.0,,,,,,,,,71.0,1.0,2313.0,0.0,3.72529029846e-09,71.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.0001865793019533,1.398348103976e-11,0.0,,-4.59375,5.099855286586e-09,-2.027031715196,-2.589076757431e-07,0.002669415785931,4.272907972336e-06,5153.661865234,151200.0,-3.725290298462e-09,-1.815773106604,6.332993507385e-08,0.9579013364127,295.375,1.993390677797,-8.4035643279e-09,-6.42883921553e-11,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,75.0,1.0,2313.0,0.0,9.313225746155e-10,75.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,-0.0002985205501318,9.777068044059e-12,0.0,,128.25,4.337323524077e-09,-1.556887618527,6.70924782753e-06,0.0139204490697,7.832422852516e-06,5153.781482697,151200.0,2.309679985046e-07,0.3899311251222,-4.284083843231e-08,0.9624966181104,222.34375,0.8386945526403,-7.995333037714e-09,4.993065124061e-10,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,26.0,1.0,2313.0,0.0,-1.024454832077e-08,26.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.000708286184818,-2.50111042988e-12,0.0,,-24.84375,4.85198781905e-09,-2.46339034056,-9.89064574242e-07,0.0134011153132,5.38304448128e-07,5153.71837234,151200.0,2.60770320892e-08,1.4113038059,1.73225998878e-07,0.968942006952,371.53125,-1.32397910388,-8.38570644119e-09,-4.64305054455e-12,,,,2.8,,,,144006.0,,,,,,,,,0.0,,,,,,,,,98.0,1.0,2313.0,0.0,-1.11758708954e-08,98.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.000478333327919,5.34328137292e-12,0.0,,-33.3125,4.97520723735e-09,-0.458223069824,-1.6875565052e-06,0.00978979072534,1.23493373394e-06,5153.69807053,151200.0,-4.47034835815e-08,1.4556660213,-1.11758708954e-07,0.96811151421,360.3125,2.52667272565,-8.75929343116e-09,-5.8216710674e-11,,,,2.0,,,,144006.0,,,,,,,,,0.0,,,,,,,,,26.0,1.0,2313.0,0.0,-1.53668224812e-08,26.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.00012317346409,-2.16004991671e-12,0.0,,-128.96875,4.32625163432e-09,-2.60925423179,-6.42612576485e-06,0.0251724725822,9.31695103645e-06,5153.69965744,151200.0,-2.9057264328e-07,2.30728145409,3.85567545891e-07,0.96167130995,197.71875,-0.578447339454,-7.7153213741e-09,-4.0430255511e-10,,,,2.8,,,,144006.0,,,,,,,,,0.0,,,,,,,,,0.0,1.0,2313.0,0.0,-1.02445483208e-08,256.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 18:00:00+00:00,0.0001567122526467,-5.456968210638e-12,0.0,,116.3125,4.99127933539e-09,-0.6245706390512,6.290152668953e-06,0.008842412033118,9.637326002121e-06,5153.641483307,151200.0,8.754432201385e-08,0.2236837145817,7.450580596924e-08,0.9317641266416,177.84375,0.541679896902,-8.435351366243e-09,3.092985978138e-10,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,21.0,1.0,2313.0,0.0,6.519258022308e-09,21.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
2024-05-06 17:59:44+00:00,-0.000232801772654,-1.5916157281e-11,0.0,,-38.625,4.31053669401e-09,-0.493473084506,-1.9297003746e-06,0.000388624379411,1.10566616058e-05,5153.64567947,151184.0,-8.94069671631e-08,-0.776388990141,3.53902578354e-08,0.961412908878,166.6875,1.74079028955,-7.88211403597e-09,-5.04663878419e-10,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,205.0,1.0,2313.0,0.0,-9.31322574615e-09,461.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151184.0,18
2024-05-06 18:00:00+00:00,-0.0002279011532664,1.136868377216e-13,0.0,,-24.9375,4.475900724945e-09,0.08087420320376,-1.132488250732e-06,0.01048654201441,1.13807618618e-05,5153.720932007,151200.0,3.911554813385e-08,-0.7216430714448,2.123415470123e-07,0.9543454960463,158.8125,0.6737598974899,-8.111052143593e-09,-4.446613790741e-10,,,,2.0,,,,144018.0,,,,,,,,,0.0,,,,,,,,,62.0,1.0,2313.0,0.0,-1.350417733192e-08,62.0,4.0,,,,,,,data\nasa\BRDC00IGS_R_20241270000_01D_MN.rnx,151200.0,18
